Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Type,Time,Media file name,Image index,Image file path,Comment
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,67.334,observation_with_box.mp4,2018,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,67.467,observation_with_box.mp4,2022,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,67.534,observation_with_box.mp4,2024,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,67.767,observation_with_box.mp4,2031,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,67.767,observation_with_box.mp4,2031,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,67.968,observation_with_box.mp4,2037,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,68.101,observation_with_box.mp4,2041,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,68.501,observation_with_box.mp4,2053,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,68.602,observation_with_box.mp4,2056,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,69.402,observation_with_box.mp4,2080,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,69.636,observation_with_box.mp4,2087,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,69.903,observation_with_box.mp4,2095,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,70.236,observation_with_box.mp4,2105,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,70.437,observation_with_box.mp4,2111,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,70.737,observation_with_box.mp4,2120,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,70.937,observation_with_box.mp4,2126,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,71.171,observation_with_box.mp4,2133,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,71.438,observation_with_box.mp4,2141,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,72.038,observation_with_box.mp4,2159,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,72.238,observation_with_box.mp4,2165,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,72.305,observation_with_box.mp4,2167,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,72.405,observation_with_box.mp4,2170,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,72.806,observation_with_box.mp4,2182,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,72.806,observation_with_box.mp4,2182,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,73.073,observation_with_box.mp4,2190,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,73.606,observation_with_box.mp4,2206,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,73.707,observation_with_box.mp4,2209,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,73.974,observation_with_box.mp4,2217,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,74.541,observation_with_box.mp4,2234,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,74.741,observation_with_box.mp4,2240,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,75.141,observation_with_box.mp4,2252,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,75.308,observation_with_box.mp4,2257,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,75.408,observation_with_box.mp4,2260,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,75.675,observation_with_box.mp4,2268,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,75.775,observation_with_box.mp4,2271,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,75.775,observation_with_box.mp4,2271,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,75.875,observation_with_box.mp4,2274,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,76.009,observation_with_box.mp4,2278,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,76.343,observation_with_box.mp4,2288,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,76.776,observation_with_box.mp4,2301,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,76.776,observation_with_box.mp4,2301,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,77.01,observation_with_box.mp4,2308,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,77.277,observation_with_box.mp4,2316,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,77.344,observation_with_box.mp4,2318,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,77.577,observation_with_box.mp4,2325,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,77.844,observation_with_box.mp4,2333,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,78.011,observation_with_box.mp4,2338,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,78.244,observation_with_box.mp4,2345,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,78.311,observation_with_box.mp4,2347,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,78.411,observation_with_box.mp4,2350,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,78.545,observation_with_box.mp4,2354,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,78.912,observation_with_box.mp4,2365,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,79.012,observation_with_box.mp4,2368,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,79.312,observation_with_box.mp4,2377,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,79.379,observation_with_box.mp4,2379,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,79.579,observation_with_box.mp4,2385,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,80.146,observation_with_box.mp4,2402,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,81.114,observation_with_box.mp4,2431,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,81.681,observation_with_box.mp4,2448,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,81.715,observation_with_box.mp4,2449,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,82.015,observation_with_box.mp4,2458,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,82.248,observation_with_box.mp4,2465,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,82.949,observation_with_box.mp4,2486,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,82.949,observation_with_box.mp4,2486,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,83.183,observation_with_box.mp4,2493,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,83.85,observation_with_box.mp4,2513,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,83.883,observation_with_box.mp4,2514,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,84.084,observation_with_box.mp4,2520,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,84.184,observation_with_box.mp4,2523,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,84.551,observation_with_box.mp4,2534,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,84.651,observation_with_box.mp4,2537,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,84.718,observation_with_box.mp4,2539,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,85.418,observation_with_box.mp4,2560,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,85.552,observation_with_box.mp4,2564,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,85.585,observation_with_box.mp4,2565,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,85.785,observation_with_box.mp4,2571,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,85.819,observation_with_box.mp4,2572,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,86.052,observation_with_box.mp4,2579,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,86.419,observation_with_box.mp4,2590,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,86.486,observation_with_box.mp4,2592,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,86.486,observation_with_box.mp4,2592,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,86.82,observation_with_box.mp4,2602,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,87.253,observation_with_box.mp4,2615,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,87.687,observation_with_box.mp4,2628,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,87.887,observation_with_box.mp4,2634,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,88.221,observation_with_box.mp4,2644,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,88.488,observation_with_box.mp4,2652,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,88.621,observation_with_box.mp4,2656,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,88.955,observation_with_box.mp4,2666,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,89.122,observation_with_box.mp4,2671,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,90.123,observation_with_box.mp4,2701,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,90.991,observation_with_box.mp4,2727,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,91.558,observation_with_box.mp4,2744,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,91.992,observation_with_box.mp4,2757,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,92.626,observation_with_box.mp4,2776,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,92.993,observation_with_box.mp4,2787,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,93.86,observation_with_box.mp4,2813,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,95.729,observation_with_box.mp4,2869,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,96.062,observation_with_box.mp4,2879,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,96.196,observation_with_box.mp4,2883,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,96.329,observation_with_box.mp4,2887,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,96.463,observation_with_box.mp4,2891,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,96.596,observation_with_box.mp4,2895,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,96.896,observation_with_box.mp4,2904,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,97.097,observation_with_box.mp4,2910,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,97.797,observation_with_box.mp4,2931,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,97.964,observation_with_box.mp4,2936,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,98.198,observation_with_box.mp4,2943,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,99.132,observation_with_box.mp4,2971,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,99.499,observation_with_box.mp4,2982,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,99.833,observation_with_box.mp4,2992,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,99.966,observation_with_box.mp4,2996,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,100.166,observation_with_box.mp4,3002,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,100.333,observation_with_box.mp4,3007,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,100.767,observation_with_box.mp4,3020,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,100.934,observation_with_box.mp4,3025,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,101.167,observation_with_box.mp4,3032,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,103.103,observation_with_box.mp4,3090,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,103.336,observation_with_box.mp4,3097,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,104.604,observation_with_box.mp4,3135,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,105.605,observation_with_box.mp4,3165,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,105.972,observation_with_box.mp4,3176,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,107.007,observation_with_box.mp4,3207,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,109.376,observation_with_box.mp4,3278,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,109.876,observation_with_box.mp4,3293,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,110.677,observation_with_box.mp4,3317,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,110.71,observation_with_box.mp4,3318,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,110.844,observation_with_box.mp4,3322,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,Bridge,,STOP,111.211,observation_with_box.mp4,3333,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,111.211,observation_with_box.mp4,3333,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,111.277,observation_with_box.mp4,3335,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,111.745,observation_with_box.mp4,3349,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,111.845,observation_with_box.mp4,3352,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,112.278,observation_with_box.mp4,3365,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,112.579,observation_with_box.mp4,3374,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,112.879,observation_with_box.mp4,3383,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,113.747,observation_with_box.mp4,3409,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,113.847,observation_with_box.mp4,3412,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,114.648,observation_with_box.mp4,3436,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,115.081,observation_with_box.mp4,3449,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,115.081,observation_with_box.mp4,3449,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,115.615,observation_with_box.mp4,3465,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,115.648,observation_with_box.mp4,3466,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,116.149,observation_with_box.mp4,3481,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,116.65,observation_with_box.mp4,3496,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,116.85,observation_with_box.mp4,3502,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,116.916,observation_with_box.mp4,3504,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,117.317,observation_with_box.mp4,3516,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,117.55,observation_with_box.mp4,3523,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,117.617,observation_with_box.mp4,3525,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,117.784,observation_with_box.mp4,3530,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,118.218,observation_with_box.mp4,3543,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,118.485,observation_with_box.mp4,3551,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,118.551,observation_with_box.mp4,3553,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,118.651,observation_with_box.mp4,3556,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,118.718,observation_with_box.mp4,3558,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,118.785,observation_with_box.mp4,3560,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,119.019,observation_with_box.mp4,3567,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,119.119,observation_with_box.mp4,3570,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,119.119,observation_with_box.mp4,3570,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,119.319,observation_with_box.mp4,3576,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,119.386,observation_with_box.mp4,3578,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,119.519,observation_with_box.mp4,3582,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,119.586,observation_with_box.mp4,3584,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,119.619,observation_with_box.mp4,3585,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,119.719,observation_with_box.mp4,3588,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,120.153,observation_with_box.mp4,3601,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,120.353,observation_with_box.mp4,3607,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-out,,POINT,120.387,observation_with_box.mp4,3608,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,120.42,observation_with_box.mp4,3609,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,120.82,observation_with_box.mp4,3621,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,121.321,observation_with_box.mp4,3636,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,121.654,observation_with_box.mp4,3646,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,121.688,observation_with_box.mp4,3647,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,121.821,observation_with_box.mp4,3651,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,121.855,observation_with_box.mp4,3652,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-in,,POINT,121.921,observation_with_box.mp4,3654,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,121.921,observation_with_box.mp4,3654,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,left-out,,POINT,122.222,observation_with_box.mp4,3663,NA,
observation,11:54.6,,407.04,Media file(s),player #1:observation_with_box.mp4,0,408.975,29.97,,right-in,,POINT,122.589,observation_with_box.mp4,3674,NA,
